state,name,udid,runtime,isAvailable,GiB
Shutdown,CLAUDE boot-exception (#3724) - iPhone 17,7BAB26EE-FABD-4A76-8C2E-4202844441DD,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.939208984375
Shutdown,CLAUDE wait-ufc (#3724) - iPhone 17,718E4B0C-06DA-49C3-BF57-D9375C1D4B46,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.9261932373046875
Shutdown,CODEX Patrol unification final campaign - iPhone 17 Pro,0144934C-3C56-4EC8-84C8-1321F497CE8A,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.916656494140625
Shutdown,fix_4017-live-advice-entry-unification - iPhone 17 Pro,EB49E6D9-71FB-467A-9722-48623503B080,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.9068336486816406
Shutdown,ps-viewport-audit-iphone14,98EF173D-EEA3-44B4-AC88-DA070C2386A5,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.8966827392578125
Shutdown,PRIME repair-3824 (paywall readiness) - iPhone 17 Pro,7108E5A5-FD84-459B-9DA3-1640953E75CF,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.84039306640625
Shutdown,psmobile-pr16-staging-validation - main - claude-review-prompt-20260730,C99ADD2A-8256-46B6-89D6-34AD97D7D907,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.7544517517089844
Shutdown,feat_streak-celebration-centralization-20260730 - iPhone 17 Pro,F1DC5E47-7B8F-481E-BCFA-D7D6155B997C,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.749969482421875
Shutdown,PRIME #3698 restore-guide (payment states) - iPhone 17 Pro,59CDEB70-B91D-41C0-8DF8-62EF3FDEB6A5,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.7369537353515625
Shutdown,PRIME #3538 payment guide - iPhone 17 Pro,3526571F-28E9-438B-B783-43742DA51EF7,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.7205734252929688
Shutdown,PRIME calendar override (staging proof) - iPhone 17 Pro,EF3B1DFD-DD7D-4A4F-B7B7-2B8E0423F411,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,3.7003936767578125
